DS18B20,BMP390,,,SEN0463 (Geiger),,,GY271 (Magnetometer),,,,,SCD30,,,PMSA003I,,,,,,Solar Panel,,,,Time,Heater
External Temp (*C), Internal Temp (*C), Pressure (hPa), Approx. Altitude (meters), CPM, nSv/h, uSv/h, Mag. field X (mG), Mag. field Y (mG), Mag. field Z (mG), Heading (°), Magnitude (mG), CO2 (ppm), SCD30 Temp (C), Humidity (%), Particles > 0.3um / 0.1L air, Particles > 0.5um / 0.1L air, Particles > 1.0um / 0.1L air, Particles > 2.5um / 0.1L air, Particles > 5.0um / 0.1L air, Particles > 10 um / 0.1L air, Voltage (V), Power (mW), Solar Power (mW), Intensity (W/m^2), Time (seconds), Outside Heater Status
-23.31,24.64,375.54,7629.94,124,821,0.82,9.52,-35.06,20.64,-74,41.78,0,-2.41,6.07,5,0,0,0,0,0,5,2.5,14.71,3.69,3507,On
-23.56,24.59,373.6,7666.07,135,894,0.89,4.89,-4.39,20.37,-41,21.41,0,-2.41,6.07,102,31,0,0,0,0,5,2.5,14.71,3.69,3512,On
-23.75,24.54,371.62,7703.05,142,942,0.94,40.06,-23.21,16.96,-30,49.3,0,-2.41,6.07,650,323,0,0,0,0,5,2.5,14.71,3.69,3518,On
-23.87,24.48,369.65,7740.21,131,868,0.87,10.58,-26.92,17.18,-68,33.64,40000,-10.02,5.78,2381,1343,0,0,0,0,5,2.5,14.71,3.69,3524,On
-24.19,24.43,367.65,7777.92,125,829,0.83,49.71,-10.68,21.58,-12,55.23,179,-3.25,6.84,3089,1771,0,0,0,0,5,2.5,14.71,3.69,3529,On
-24.31,24.37,365.66,7815.66,133,883,0.88,20.43,-32.29,16.92,-57,41.79,346,-2.11,7.13,2517,1448,0,0,0,0,5,2.5,14.71,3.69,3535,On
-24.5,24.31,363.68,7853.33,142,942,0.94,-0.63,1.56,26.83,111,26.89,306,-0.98,7.3,1764,1000,0,0,0,0,5,2.5,14.71,3.69,3540,On
-24.81,24.26,361.66,7891.98,149,986,0.99,48.08,-24.97,19.93,-27,57.73,342,-2.44,7.06,1212,671,0,0,0,0,5,2.5,14.71,3.69,3546,On
-25,24.2,359.63,7930.97,142,945,0.95,-8.96,-26.79,30.21,-108,41.36,236,-3.03,6.8,764,407,0,0,0,0,5,2.5,14.71,3.69,3551,On
-25.37,24.14,357.62,7969.76,141,936,0.94,38.39,-35.63,18.64,-42,55.59,603,-6.11,6.43,510,266,0,0,0,0,5,2.5,14.71,3.69,3557,On
-25.62,24.08,355.58,8009.47,132,874,0.87,33.33,-36.04,18.12,-47,52.33,533,-7.4,6.07,306,155,0,0,0,0,5,2.5,14.71,3.69,3563,On
-26,24.02,353.54,8049.14,129,854,0.85,37.25,-31.39,17.71,-40,51.83,23,-6.25,6.11,193,95,0,0,0,0,5,2.5,14.71,3.69,3568,On
-26.19,23.96,351.55,8088.14,130,860,0.86,23.35,-5.88,15.85,-14,28.83,0,-4.46,6.45,106,37,0,0,0,0,5,2.5,14.71,3.69,3574,On
-26.5,23.9,349.56,8127.13,152,1011,1.01,50.46,-27.12,21.27,-28,61.11,499,-7.96,6.32,65,11,0,0,0,0,5,2.5,14.71,3.69,3579,On
-26.69,23.84,347.59,8166.06,160,1064,1.06,35.5,-25.83,16.17,-36,46.79,587,-8.2,6.18,16,0,0,0,0,0,5,2.5,14.71,3.69,3585,On
-26.87,23.78,345.65,8204.55,166,1099,1.1,9.39,-37.64,21.04,-75,44.13,0,-9.03,6.15,2,0,0,0,0,0,5,2.5,14.71,3.69,3591,On
-27.19,23.72,343.72,8243.12,160,1064,1.06,14.98,-7.33,18.08,-26,24.6,36,-6.63,6.1,1,0,0,0,0,0,5,2.5,14.71,3.69,3596,On
-27.56,23.66,341.82,8281.24,163,1082,1.08,7.5,-1.17,22.6,-8,23.84,36,-6.63,6.1,0,0,0,0,0,0,5,2.5,14.71,3.69,3602,On
-27.81,23.6,339.94,8318.97,170,1127,1.13,16.25,-0.6,20.37,-2,26.07,36,-6.63,6.1,5,2,0,0,0,0,5,2.5,14.71,3.69,3607,On
-27.87,23.54,338.1,8356.21,171,1135,1.14,2.79,-15.6,20.79,-79,26.14,36,-6.63,6.1,5,2,0,0,0,0,5,2.5,14.71,3.69,3613,On
-28.12,23.48,336.4,8390.55,170,1129,1.13,-2.71,7.21,32.42,110,33.32,36,-6.63,6.1,0,0,0,0,0,0,5,2.5,14.71,3.69,3619,On
-28.19,23.42,334.67,8425.87,165,1092,1.09,4.23,-30.79,21.58,-82,37.84,36,-6.63,6.1,0,0,0,0,0,0,5,2.5,14.71,3.69,3624,On
-28.19,23.36,333,8460.03,179,1185,1.19,15.25,-7.1,16.64,-24,23.66,0,-8.48,6.11,0,0,0,0,0,0,5,2.5,14.71,3.69,3630,On
-28.37,23.3,331.43,8492.31,179,1185,1.19,35.75,-36.47,18.33,-45,54.26,213,-5.32,7.53,0,0,0,0,0,0,5,2.5,14.71,3.69,3635,On
-28.56,23.24,329.88,8524.26,187,1243,1.24,5.02,-36.6,22.02,-82,43.01,218,-4.36,7.7,0,0,0,0,0,0,5,2.5,14.71,3.69,3641,On
-28.75,23.18,328.31,8556.65,190,1264,1.26,38.88,-14.96,16.17,-21,44.68,327,-2.96,7.82,0,0,0,0,0,0,5,2.5,14.71,3.69,3647,On
-28.94,23.11,326.69,8590.45,194,1289,1.29,13.39,-41.72,21.89,-72,48.99,287,-2.35,7.7,7,0,0,0,0,0,5,2.5,14.71,3.69,3652,On
-29.25,23.05,325.04,8624.77,194,1287,1.29,-0.85,-36.04,25.27,-91,44.02,731,-3.83,7.45,32,0,0,0,0,0,5,2.5,14.71,3.69,3658,On
-29.5,22.99,323.34,8660.33,190,1260,1.26,-0.27,-13.56,21.5,-91,25.42,449,-4.8,7.06,36,0,0,0,0,0,5,2.5,14.71,3.69,3663,On
-29.81,22.92,321.64,8696.2,194,1285,1.29,60.63,-5.35,30.56,-5,68.1,46,-4.98,6.77,13,0,0,0,0,0,5,2.5,14.71,3.69,3669,On
-30.12,22.86,319.87,8733.58,196,1299,1.3,17.97,-18.56,14.88,-45,29.81,60,-5.05,6.65,0,0,0,0,0,0,5,2.5,14.71,3.69,3675,On
-30.5,22.79,318.1,8771.21,204,1354,1.35,-0.35,-26.35,23.14,-90,35.07,492,-7.22,6.45,1,1,0,0,0,0,5,2.5,14.71,3.69,3680,On
-30.69,22.73,316.35,8808.39,179,1185,1.19,24.08,-8.1,15.14,-18,29.58,110,-6.71,6.32,1,1,0,0,0,0,5,2.5,14.71,3.69,3686,On
-31,22.66,314.55,8846.97,151,1000,1,39.5,-12.88,16.87,-18,44.84,107,-6.51,6.32,0,0,0,0,0,0,5,2.5,14.71,3.69,3691,On
-31.25,22.6,312.81,8884.37,160,1059,1.06,10.89,-22.67,17.67,-64,30.73,410,-7.79,6.26,0,0,0,0,0,0,5,2.5,14.71,3.69,3697,On
-31.37,22.53,311.06,8922.26,163,1082,1.08,44.6,-6.89,19.71,-8,49.25,18,-9.1,6.22,0,0,0,0,0,0,5,2.5,14.71,3.69,3703,On
-31.69,22.47,309.33,8959.75,179,1191,1.19,3.93,-26.35,20.6,-81,33.68,17,-8.81,6.21,0,0,0,0,0,0,5,2.5,14.71,3.69,3708,On
-31.81,22.4,307.62,8997.08,190,1264,1.26,31.83,-40.31,19.14,-51,54.81,60,-8.03,6.25,0,0,0,0,0,0,5,2.5,14.71,3.69,3714,On
-32.13,22.34,305.92,9034.29,197,1307,1.31,19.06,-32.08,16.64,-59,40.86,111,-8.14,6.27,0,0,0,0,0,0,5,2.5,14.71,3.69,3719,On
-32.5,22.28,304.26,9070.94,202,1338,1.34,-0.37,-27.92,22.96,-90,36.15,351,-8.66,6.29,0,0,0,0,0,0,5,2.5,14.71,3.69,3725,On
-32.69,22.21,302.61,9107.37,191,1268,1.27,34.67,-9.71,16.17,-15,39.46,343,-11.11,6.12,0,0,0,0,0,0,5,2.5,14.71,3.69,3731,On
-33.13,22.14,300.98,9143.63,199,1319,1.32,13.04,-24.5,16.47,-61,32.28,343,-11.11,6.12,0,0,0,0,0,0,5,2.5,14.71,3.69,3736,On
-33.25,22.08,299.36,9179.59,202,1340,1.34,-9.43,1.56,34.83,170,36.12,343,-11.11,6.12,0,0,0,0,0,0,5,2.5,14.71,3.69,3742,On
-33.5,22.02,297.76,9215.59,218,1443,1.44,28.42,-23.77,15.1,-39,40,343,-11.11,6.12,0,0,0,0,0,0,5,2.5,14.71,3.69,3747,On
-33.75,21.95,296.1,9252.82,236,1562,1.56,4.5,-8.23,21.71,-61,23.65,343,-11.11,6.12,0,0,0,0,0,0,5,2.5,14.71,3.69,3753,On
-34,21.89,294.49,9289.13,227,1503,1.5,30.37,-28.04,15.5,-42,44.15,343,-11.11,6.12,0,0,0,0,0,0,5,2.5,14.71,3.69,3759,On
-34.31,21.83,292.86,9326.16,241,1598,1.6,45.43,-5.96,19.89,-7,49.95,343,-11.11,6.12,0,0,0,0,0,0,5,2.5,14.71,3.69,3764,On
-34.56,21.77,291.23,9363.45,231,1534,1.53,20.31,-33.85,16.64,-59,42.84,343,-11.11,6.12,0,0,0,0,0,0,5,2.5,14.71,3.69,3770,On
-34.88,21.71,289.58,9401.04,232,1539,1.54,55.08,-25.25,23.5,-24,64.99,343,-11.11,6.12,0,0,0,0,0,0,5,2.5,14.71,3.69,3775,On
-35.13,21.64,287.96,9438.37,232,1542,1.54,6.39,-19.77,19.27,-72,28.33,343,-11.11,6.12,0,0,0,0,0,0,5,2.5,14.71,3.69,3781,On
-35.13,21.58,286.41,9474.17,233,1544,1.54,9.33,-30.75,19.54,-73,37.61,343,-11.11,6.12,0,0,0,0,0,0,5,2.5,14.71,3.69,3787,On
-35.5,21.52,284.89,9509.6,239,1585,1.59,52.18,-28.33,22.52,-28,63.5,343,-11.11,6.12,0,0,0,0,0,0,5,2.5,14.71,3.69,3792,On
-35.81,21.46,283.33,9545.83,247,1639,1.64,17.22,-26.67,16.33,-57,35.7,343,-11.11,6.12,0,0,0,0,0,0,5,2.5,14.71,3.69,3798,On
-36.13,21.4,281.8,9581.64,249,1652,1.65,48.21,-12.23,20.33,-14,53.73,343,-11.11,6.12,0,0,0,0,0,0,5,2.5,14.71,3.69,3803,On
-36.38,21.34,280.19,9619.62,254,1682,1.68,35.54,-11.68,15.81,-18,40.62,343,-11.11,6.12,0,0,0,0,0,0,5,2.5,14.71,3.69,3809,On
-36.31,21.27,278.57,9657.78,260,1721,1.72,42.14,-27.92,17.93,-33,53.64,343,-11.11,6.12,0,0,0,0,0,0,5,2.5,14.71,3.69,3815,On
-36.56,21.21,277.08,9693.32,247,1635,1.64,11.98,-2.93,20.12,-13,23.6,0,-13.65,6.98,3,0,0,0,0,0,5,2.5,14.71,3.69,3820,On
-36.69,21.15,275.64,9727.47,257,1703,1.7,12.13,-3.88,18.83,-17,22.73,200,-14.02,7.27,6,0,0,0,0,0,5,2.5,14.71,3.69,3826,On
-37.06,21.08,274.2,9762.03,278,1844,1.84,8.54,10.6,27.93,51,31.07,51,-13.61,7.32,17,1,0,0,0,0,5,2.5,14.71,3.69,3831,On
-37.13,21.02,272.68,9798.66,257,1702,1.7,23.96,-8.88,15.31,-20,29.78,207,-12.77,7.28,140,27,0,0,0,0,5,2.5,14.71,3.69,3837,On
-37.5,20.95,271.14,9835.85,263,1742,1.74,22.33,-49.1,23.27,-65,58.74,280,-13.13,7.28,192,26,0,0,0,0,5,2.5,14.71,3.69,3843,On
-37.69,20.88,269.69,9871.03,255,1692,1.69,25.22,-47.38,22.75,-61,58.29,92,-11.83,7.28,128,3,0,0,0,0,5,2.5,14.71,3.69,3848,On
-37.81,20.82,268.29,9905.12,249,1653,1.65,52.47,-9.1,23.31,-9,58.14,0,-11.08,7.32,75,0,0,0,0,0,5,2.5,14.71,3.69,3854,On
-38.13,20.75,266.8,9941.39,245,1622,1.62,30.96,-21.67,15.42,-34,40.81,122,-12.11,7.31,26,0,0,0,0,0,5,2.5,14.71,3.69,3859,On
-38.31,20.68,265.26,9979.26,251,1662,1.66,47.85,-28.21,20.79,-30,59.31,1021,-14.38,7.07,5,0,0,0,0,0,5,2.5,14.71,3.69,3865,On
-38.63,20.62,263.78,10015.97,252,1668,1.67,5.02,-18.43,19,-74,26.94,0,-12.4,7.05,0,0,0,0,0,0,5,2.5,14.71,3.69,3871,On
-38.88,20.55,262.28,10053.15,267,1768,1.77,40.96,-6.6,19.22,-9,45.72,88,-10.72,7.12,0,0,0,0,0,0,5,2.5,14.71,3.69,3876,On
-39.06,20.48,260.78,10090.5,276,1827,1.83,20.71,-34.14,17,-58,43.4,581,-11.74,7.18,0,0,0,0,0,0,5,2.5,14.71,3.69,3882,On
-39.38,20.42,259.27,10128.39,280,1860,1.86,16.25,-39.42,19.77,-67,46.99,644,-14.76,7.04,0,0,0,0,0,0,5,2.5,14.71,3.69,3887,On
-39.63,20.35,257.83,10164.47,295,1955,1.96,30.52,-31.22,15.67,-45,46.39,323,-13.93,6.89,0,0,0,0,0,0,5,2.5,14.71,3.69,3893,On
-39.75,20.28,256.45,10199.46,297,1971,1.97,19.33,-37.38,17.85,-62,45.71,0,-12.21,6.72,0,0,0,0,0,0,5,2.5,14.71,3.69,3899,On
-39.94,20.21,255.16,10232.12,297,1973,1.97,12.29,-2.17,19.54,-9,23.19,448,-15.53,6.59,0,0,0,0,0,0,5,2.5,14.71,3.69,3904,On
-39.94,20.15,253.95,10263.15,296,1965,1.97,0.63,-7.54,23.27,-85,24.47,749,-17.61,6.46,0,0,0,0,0,0,5,2.5,14.71,3.69,3910,On
-40.19,20.09,252.75,10293.86,300,1990,1.99,14.75,-3.67,18.83,-13,24.2,749,-17.61,6.46,3,2,0,0,0,0,5,2.5,14.71,3.69,3915,On
-40.25,20.03,251.54,10324.74,297,1969,1.97,17.39,-40.14,19.58,-66,47.93,0,-15.65,6.06,11,5,0,0,0,0,5,2.5,14.71,3.69,3921,On
-40.56,19.96,250.24,10358.25,296,1963,1.96,6.6,-23.72,19.46,-74,31.39,516,-16.5,6.08,5,1,0,0,0,0,5,2.5,14.71,3.69,3927,On
-40.63,19.9,248.94,10391.95,275,1821,1.82,18.77,-2.54,18.12,-7,26.21,0,-15.79,6.16,0,0,0,0,0,0,5,2.5,14.71,3.69,3932,On
-40.94,19.84,247.66,10425.15,278,1841,1.84,17.04,-10.68,16.79,-32,26.2,0,-15.79,6.16,3,0,0,0,0,0,5,2.5,14.71,3.69,3938,On
-41.25,19.77,246.26,10461.89,282,1867,1.87,18.14,-50.52,25.46,-70,59.41,171,-16.22,6.29,25,17,0,0,0,0,5,2.5,14.71,3.69,3944,On
-41.56,19.7,244.82,10499.49,286,1896,1.9,61.33,-11.81,29.22,-10,68.96,0,-16.16,6.31,166,88,0,0,0,0,5,2.5,14.71,3.69,3949,On
-41.88,19.64,243.33,10538.75,297,1969,1.97,23.29,-41.89,19.77,-60,51.85,0,-15.91,6.3,336,169,0,0,0,0,5,2.5,14.71,3.69,3955,On
-42.13,19.57,241.91,10576.37,306,2030,2.03,18.33,-8.71,17.67,-25,26.91,0,-15.91,6.3,687,418,0,0,0,0,5,2.5,14.71,3.69,3960,On
-42.44,19.51,240.48,10614.58,308,2044,2.04,0.63,-17.96,21.22,-88,27.81,0,-15.91,6.3,1266,889,0,0,0,0,5,2.5,14.71,3.69,3966,On
-42.56,19.44,239.06,10652.64,318,2107,2.11,17.43,-48.58,23.67,-70,56.78,0,-15.91,6.3,1315,952,0,0,0,0,5,2.5,14.71,3.69,3972,On
-42.75,19.38,237.69,10689.43,318,2110,2.11,34.96,-21.22,15.58,-31,43.77,0,-15.91,6.3,903,648,0,0,0,0,5,2.5,14.71,3.69,3977,On
-42.69,19.31,236.31,10726.68,313,2076,2.08,14,-11.64,18.08,-39,25.66,0,-15.91,6.3,566,398,0,0,0,0,5,2.5,14.71,3.69,3983,On
-42.81,19.25,234.91,10764.5,317,2100,2.1,-4.1,-36.27,28.12,-96,46.08,0,-15.91,6.3,379,263,0,0,0,0,5,2.5,14.71,3.69,3988,On
-42.94,19.18,233.44,10804.62,315,2086,2.09,14,-9.27,17.35,-33,24.14,0,-15.91,6.3,224,150,0,0,0,0,5,2.5,14.71,3.69,3994,On
-42.75,19.12,232.1,10841.26,345,2284,2.28,13.71,-45,22.6,-73,52.19,0,-15.91,6.3,141,85,0,0,0,0,5,2.5,14.71,3.69,4000,On
-42.75,19.05,230.85,10875.76,344,2278,2.28,37.33,-25.1,16.6,-33,47.95,0,-15.91,6.3,89,46,0,0,0,0,5,2.5,14.71,3.69,4005,On
-42.88,18.99,229.59,10910.47,358,2376,2.38,-0.31,-13.31,22.12,-91,25.82,0,-15.91,6.3,44,18,0,0,0,0,5,2.5,14.71,3.69,4011,On
-42.81,18.92,228.41,10943.23,370,2454,2.45,40.56,-0.47,22.12,0,46.2,0,-15.91,6.3,6,1,0,0,0,0,5,2.5,14.71,3.69,4016,On
-42.94,18.86,227.23,10976.19,360,2387,2.39,7.77,-33.29,19.93,-76,39.57,0,-15.91,6.3,0,0,0,0,0,0,5,2.5,14.71,3.69,4022,On
-42.94,18.8,226.06,11008.88,382,2533,2.53,27.31,-34.06,16.56,-51,46.69,0,-15.91,6.3,0,0,0,0,0,0,5,2.5,14.71,3.69,4028,On
-43,18.74,224.97,11039.51,373,2472,2.47,42.14,-31.22,18.75,-36,55.7,0,-15.91,6.3,0,0,0,0,0,0,5,2.5,14.71,3.69,4033,On
-43.06,18.68,223.9,11069.66,370,2450,2.46,14.42,9.96,25.54,34,30.97,0,-15.91,6.3,0,0,0,0,0,0,5,2.5,14.71,3.69,4039,On
-43.19,18.62,222.84,11099.84,380,2517,2.52,30,-23.12,15.27,-37,40.84,0,-15.91,6.3,0,0,0,0,0,0,5,2.5,14.71,3.69,4044,On
-43.31,18.55,221.66,11133.31,374,2480,2.48,18.54,3.54,20.87,10,28.14,0,-15.91,6.3,0,0,0,0,0,0,5,2.5,14.71,3.69,4050,On
-43.44,18.49,220.52,11165.92,369,2443,2.44,38.52,5.73,23.85,8,45.66,0,-15.91,6.3,0,0,0,0,0,0,5,2.5,14.71,3.69,4056,On
-43.5,18.43,219.34,11199.63,353,2337,2.34,34.83,-28.6,16.56,-39,48.02,0,-15.91,6.3,0,0,0,0,0,0,5,2.5,14.71,3.69,4061,On
-43.69,18.37,218.2,11232.47,349,2311,2.31,9.56,-38.17,20.83,-75,44.52,0,-15.91,6.3,0,0,0,0,0,0,5,2.5,14.71,3.69,4067,On
-43.81,18.31,216.96,11268.38,393,2607,2.61,21.1,-29.46,15.85,-54,39.55,333,-17.75,6.75,0,0,0,0,0,0,5,2.5,14.71,3.69,4072,On
-44.13,18.24,215.7,11305.07,391,2594,2.59,28.62,-0.64,20.33,-1,35.12,88,-16.84,6.8,0,0,0,0,0,0,5,2.5,14.71,3.69,4078,On
-44.31,18.18,214.35,11344.48,387,2563,2.56,-6.27,-27.35,26.02,-102,38.26,68,-16.32,6.81,0,0,0,0,0,0,5,2.5,14.71,3.69,4084,On
-44.56,18.11,213.1,11381.31,394,2610,2.61,53.77,-16.97,22.75,-17,60.8,553,-18.41,6.7,0,0,0,0,0,0,5,2.5,14.71,3.69,4089,On
-44.75,18.05,211.79,11419.76,390,2585,2.59,34.6,4.43,22.21,7,41.35,0,-18.09,6.67,0,0,0,0,0,0,5,2.5,14.71,3.69,4095,On
-45,17.98,210.49,11458.36,387,2564,2.56,29.93,-11.64,16.17,-21,35.96,591,-19.29,6.46,0,0,0,0,0,0,5,2.5,14.71,3.69,4101,On
-45.06,17.92,209.16,11498.11,378,2506,2.51,-5.02,-10.73,25.46,-115,28.08,0,-17.44,6.52,0,0,0,0,0,0,5,2.5,14.71,3.69,4106,On
-45.06,17.85,207.84,11537.69,370,2452,2.45,37.17,-31.75,17.31,-40,51.86,0,-15.48,6.72,0,0,0,0,0,0,5,2.5,14.71,3.69,4112,On
-45.31,17.79,206.54,11576.55,376,2490,2.49,-4.81,-15.52,25.14,-107,29.93,0,-16.3,6.72,0,0,0,0,0,0,5,2.5,14.71,3.69,4117,On
-45.31,17.72,205.28,11614.76,380,2516,2.52,-1.25,-2.38,27.1,-117,27.23,117,-17.81,6.58,0,0,0,0,0,0,5,2.5,14.71,3.69,4123,On
-45.06,17.65,204.06,11651.96,366,2423,2.42,33.72,-16.33,16.02,-25,40.75,0,-16.32,6.55,0,0,0,0,0,0,5,2.5,14.71,3.69,4129,On
-45.13,17.59,202.86,11688.6,403,2672,2.67,18.5,-30.67,16.6,-58,39.47,34,-15.94,6.61,0,0,0,0,0,0,5,2.5,14.71,3.69,4134,On
-45.06,17.52,201.64,11725.95,414,2745,2.75,28.93,-0.43,18.6,0,34.4,0,-16.59,6.6,0,0,0,0,0,0,5,2.5,14.71,3.69,4140,On
-44.94,17.45,200.39,11764.48,423,2807,2.81,21.42,-51.68,24.47,-67,61.06,0,-17.55,6.52,0,0,0,0,0,0,5,2.5,14.71,3.69,4145,On
-44.75,17.38,199.24,11800.08,421,2789,2.79,27.08,-22.06,14.96,-39,38,157,-18.37,6.4,0,0,0,0,0,0,5,2.5,14.71,3.69,4151,On
-44.69,17.32,198.1,11835.65,415,2751,2.75,24.71,11.25,24.17,24,36.35,0,-19.27,6.17,0,0,0,0,0,0,5,2.5,14.71,3.69,4157,On
-44.5,17.25,196.91,11873.06,422,2798,2.8,9.35,-39.02,20.87,-76,45.23,110,-18.66,6.07,0,0,0,0,0,0,5,2.5,14.71,3.69,4162,On
-44.19,17.18,195.78,11908.4,428,2836,2.84,22.6,-6,17.54,-14,29.23,0,-17.25,6.06,0,0,0,0,0,0,5,2.5,14.71,3.69,4168,On
-44.19,17.12,194.62,11945.1,421,2790,2.79,36.89,-24.81,16.29,-33,47.35,384,-19.82,6.04,0,0,0,0,0,0,5,2.5,14.71,3.69,4173,On
-44.06,17.05,193.46,11982.06,390,2582,2.58,17.43,-23.35,15.73,-53,33.11,0,-18.3,6.06,0,0,0,0,0,0,5,2.5,14.71,3.69,4179,On
-44.06,16.99,192.38,12016.41,396,2622,2.62,39.81,0.35,21.77,0,45.37,486,-19.54,6.01,0,0,0,0,0,0,5,2.5,14.71,3.69,4185,On
-44,16.93,191.29,12051.3,413,2735,2.74,5.68,-35.06,21.54,-80,41.54,292,-22.14,5.78,0,0,0,0,0,0,5,2.5,14.71,3.69,4190,On
-43.81,16.86,190.25,12084.93,416,2761,2.76,47.77,-33.81,21.81,-35,62.45,0,-21.08,5.82,0,0,0,0,0,0,5,2.5,14.71,3.69,4196,On
-43.94,16.8,189.2,12118.73,425,2817,2.82,28.02,5.56,22.79,11,36.54,219,-22.45,5.59,0,0,0,0,0,0,5,2.5,14.71,3.69,4202,On
-44,16.74,188.06,12155.61,438,2901,2.9,31.75,-27.56,15.46,-40,44.79,248,-22.44,5.62,0,0,0,0,0,0,5,2.5,14.71,3.69,4207,On
-43.81,16.68,187.04,12189.13,453,3003,3,13.21,-24.85,16.29,-62,32.52,314,-22.52,5.52,0,0,0,0,0,0,5,2.5,14.71,3.69,4213,On
-43.75,16.62,186.06,12221.07,447,2963,2.96,29.54,-3.33,19.46,-6,35.53,2112,-22.89,5.49,0,0,0,0,0,0,5,2.5,14.71,3.69,4218,On
-43.56,16.56,185.14,12251.4,438,2900,2.9,49.35,-35.27,23.31,-35,64.98,0,-21.58,5.62,0,0,0,0,0,0,5,2.5,14.71,3.69,4224,On
-43.56,16.5,184.21,12282.02,436,2888,2.89,48.35,-4.52,23.27,-5,53.85,355,-21.46,5.76,0,0,0,0,0,0,5,2.5,14.71,3.69,4230,On
-43.5,16.44,183.32,12311.78,431,2855,2.86,42.63,-6.52,20.37,-8,47.69,135,-20.18,5.95,0,0,0,0,0,0,5,2.5,14.71,3.69,4235,On
-43.38,16.38,182.42,12341.73,477,3158,3.16,23.79,-2.68,18.17,-6,30.05,102,-18.65,6.4,0,0,0,0,0,0,5,2.5,14.71,3.69,4241,On
-43.25,16.32,181.54,12371.12,502,3324,3.32,7.5,-6.04,19.62,-38,21.86,109,-18.72,6.72,0,0,0,0,0,0,5,2.5,14.71,3.69,4246,On
-43.31,16.26,180.62,12402.03,473,3132,3.13,-4.29,5.31,30.21,128,30.97,387,-20.57,7.06,0,0,0,0,0,0,5,2.5,14.71,3.69,4252,On
-43.31,16.2,179.63,12435.44,478,3168,3.17,42,-30.35,17.89,-35,54.82,0,-20.07,7.16,0,0,0,0,0,0,5,2.5,14.71,3.69,4258,On
-43.38,16.13,178.62,12469.64,444,2945,2.95,33.68,-29.54,15.89,-41,47.54,704,-22.02,6.96,0,0,0,0,0,0,5,2.5,14.71,3.69,4263,On
-43.44,16.07,177.53,12506.77,436,2891,2.89,25.18,30.67,41,50,57.06,0,-20.08,6.97,0,0,0,0,0,0,5,2.5,14.71,3.69,4269,On
-43.5,16.01,176.35,12546.9,447,2962,2.96,10.18,-4.63,19.97,-24,22.89,0,-18.79,6.98,0,0,0,0,0,0,5,2.5,14.71,3.69,4275,On
-43.5,15.95,175.15,12588.42,440,2919,2.92,6.92,-20.5,17.97,-71,28.13,24,-17.99,6.98,0,0,0,0,0,0,5,2.5,14.71,3.69,4280,On
-43.56,15.89,173.93,12630.48,446,2955,2.96,30.47,-23.47,15.31,-37,41.4,63,-17.61,6.95,0,0,0,0,0,0,5,2.5,14.71,3.69,4286,On
-43.38,15.82,172.83,12668.72,432,2867,2.87,16.33,-36.81,18.12,-66,44.16,102,-17.61,7,0,0,0,0,0,0,5,2.5,14.71,3.69,4291,On
-43.31,15.76,171.83,12703.79,434,2874,2.87,55.92,-3.46,27.31,-3,62.32,440,-17.68,6.91,0,0,0,0,0,0,5,2.5,14.71,3.69,4297,On
-43.38,15.7,170.77,12740.9,490,3245,3.25,4.93,-31.87,20.64,-81,38.29,408,-18.33,6.8,0,0,0,0,0,0,5,2.5,14.71,3.69,4303,On
-43.13,15.64,169.76,12776.65,544,3602,3.6,35.97,-22.43,16.33,-31,45.43,0,-17.06,6.8,0,0,0,0,0,0,5,2.5,14.71,3.69,4308,On
-43.06,15.58,168.83,12809.37,528,3496,3.5,3.98,0.92,23.31,12,23.66,18,-19.01,6.72,0,0,0,0,0,0,5,2.5,14.71,3.69,4314,On
-42.88,15.52,167.95,12840.65,526,3487,3.49,5.68,-22.18,18.96,-75,29.73,0,-18.27,6.7,0,0,0,0,0,0,5,2.5,14.71,3.69,4319,On
-42.75,15.46,167.12,12870.58,510,3383,3.38,4.98,-19.21,19.18,-75,27.6,634,-20.11,6.52,0,0,0,0,0,0,5,2.5,14.71,3.69,4325,On
-42.75,15.4,166.27,12901.14,498,3304,3.3,23.21,1.93,20.56,4,31.06,0,-20.74,6.37,0,0,0,0,0,0,5,2.5,14.71,3.69,4331,On
-42.69,15.34,165.41,12931.81,493,3266,3.27,1.81,-4.92,23.18,-69,23.77,104,-21.39,6.21,0,0,0,0,0,0,5,2.5,14.71,3.69,4336,On
-42.56,15.29,164.62,12960.71,483,3202,3.2,26.85,0.22,18.43,0,32.57,0,-22.03,5.97,0,0,0,0,0,0,5,2.5,14.71,3.69,4342,On
-42.69,15.23,163.78,12991.08,487,3230,3.23,14.23,-36.17,18.29,-68,42.95,0,-21.9,5.8,0,0,0,0,0,0,5,2.5,14.71,3.69,4348,On
-42.81,15.17,162.96,13021.09,486,3221,3.22,36.02,-30.71,17.14,-40,50.34,0,-23.1,5.61,0,0,0,0,0,0,5,2.5,14.71,3.69,4353,On
-42.88,15.11,162.13,13051.41,478,3170,3.17,-0.06,-20.85,22.37,-90,30.58,351,-24.15,5.47,0,0,0,0,0,0,5,2.5,14.71,3.69,4359,On
-43,15.06,161.23,13084.49,507,3357,3.36,46.89,-15.81,19.31,-18,53.12,3365,-24.61,5.46,0,0,0,0,0,0,5,2.5,14.71,3.69,4364,On
